EW057EV	0.5518806744487679	1.0
MQ077WG	0.9429265330904675	1.0
1203725	1.0	1.0
BD921DW	0.9558127301420305	1.0
1573207	0.7289156626506024	1.0
1578395	0.588150289017341	1.0
1464458	0.772020725388601	0.9752066115702479
1135515	0.895436420026584	1.0
1183252	0.022130013831258646	1.0
1521517	0.6310517529215359	0.96
1210517	0.7793259883344135	1.0
FM387DI	0.6648879402347919	1.0
952207	0.605913717886573	1.0
1142152	0.37813681677552424	1.0
984221	0.9501061571125266	1.0
1553373	1.0	1.0
1244644	0.6293103448275862	1.0
1327952	0.9285714285714286	1.0
1524496	0.4746978851963746	1.0
1559190	0.8910149750415973	1.0
1130955	0.766348273328435	0.9883040935672515
1535103	0.06599713055954089	1.0
1381257	0.9592476489028213	1.0
1041667	0.782608695652174	0.0
1055808	0.05611998064828253	1.0
1483186	0.2292418772563177	1.0
1054952	0.5978552278820375	1.0
1197009	0.9548319327731093	0.9367088607594937
1385032	0.520618556701031	1.0
IK750RN	0.5062881097560976	1.0
IP417XX	0.6475903614457831	1.0
1564420	0.6868822248282794	1.0
1288818	0.5799543118218161	1.0
1571376	0.5621500559910414	1.0
1567871	0.7863674147963424	0.9686609686609686
1328568	0.9236111111111112	1.0
1374066	0.7552447552447552	1.0
EW057DI	nan	nan
1536580	0.07695073714491191	1.0
XF600QF	0.8804469273743016	1.0
1208813	0.7565130260521042	1.0
1114936	0.773469387755102	1.0
1165040	0.7561807331628303	1.0
25349	0.7104472335159979	1.0
1234088	0.27892234548335976	1.0
827285	0.7601132012651907	1.0
FJ227MJ	0.6696137738483016	1.0
1124659	0.6705508474576272	1.0
1422927	0.8913570274636511	0.8360655737704918
1270329	0.5129059117402165	1.0
1219403	0.7235438884331419	1.0
345921	0.6852300242130751	1.0
1367477	0.17631917631917632	0.0
1505268	0.9269813000890472	1.0
1579481	0.5161016949152543	1.0
HH880DL	0.8829338217727164	1.0
HE593LT	0.9603399433427762	1.0
WT253RB	0.8614365766683647	1.0
606449	0.22810060711188204	1.0
UQ050PR	0.9441857947163275	1.0
1549226	0.8440366972477065	1.0
1312819	0.7528455284552845	0.9014084507042254
428255	0.7031484257871065	1.0
1013558	0.8212927756653993	1.0
1425272	nan	nan
1428949	0.44948453608247424	1.0
1524947	0.948051948051948	1.0
1533327	0.09112709832134293	0.9312169312169312
1305690	0.75	1.0
1084240	0.8683864174782837	1.0
831987	0.9448924731182796	1.0
1079411	0.8442258883248731	1.0
1496251	0.9691011235955056	0.9827586206896551
1078563	0.6687543493389004	0.9528985507246377
872451	0.958957150232318	1.0
QC647KS	0.4208571428571429	1.0
249499	0.49556918882072254	0.9581589958158996
828778	0.6757097791798107	1.0
1143410	0.138996138996139	1.0
506107	0.17285714285714285	1.0
616751	0.9454349000540249	0.9653333333333334
1569370	0.9493099121706399	1.0
1503395	0.47082990961380444	1.0
1388630	0.4983596473241747	1.0
1145713	0.9063394683026584	1.0
1497026	0.5727816550348953	1.0
1444502	0.8106586499043454	1.0
820387	0.8940103524772	1.0
1097633	0.2673444976076555	1.0
1128660	0.40386940749697703	1.0
1147164	0.9218390804597701	0.8692307692307693
856513	0.8826185101580135	1.0
1041304	0.61625	1.0
1307868	0.578125	0.9545454545454546
1189725	0.8901734104046243	1.0
920558	0.2790014684287812	1.0
62977	0.5092592592592593	1.0
1355344	0.5917291146267	1.0
575209	0.12259615384615384	1.0
1179075	0.9578246392896781	0.9385245901639344
IQ300QN	0.8007662835249042	1.0
1272711	0.8451612903225807	1.0
1184498	0.16127426580388252	1.0
DB233EI	0.4544871794871795	1.0
1022235	0.9674403072299215	1.0
1299151	0.896774193548387	1.0
871322	0.8806333739342266	1.0
1560722	0.5382830626450116	0.9529411764705882
433874	0.6760925449871465	1.0
1557966	0.903125	1.0
906629	0.9317443120260022	1.0
636646	0.7954239569313594	1.0
1401878	0.9452568428946382	1.0
489868	0.9146005509641874	1.0
964685	0.11667798913043478	1.0
1336140	0.5714285714285714	1.0
1155329	0.5714285714285714	1.0
1567198	0.5805243445692884	1.0
560623	0.6758409785932722	1.0
98384	0.9381688466111772	1.0
TP903SN	0.83881230116649	1.0
1213494	0.8801350590883511	1.0
HU113HP	0.07853285328532854	1.0
1051651	0.9489216799091941	1.0
1495360	0.7352941176470589	1.0
97397	0.4915032679738562	1.0
1411525	0.2978723404255319	1.0
CB832WW	0.8681904761904762	1.0
QE210HJ	0.9218910585817061	1.0
1217425	0.3228346456692913	1.0
1213535	0.41044776119402987	1.0
1057121	0.848605577689243	1.0
510909	0.09837449862782352	1.0
1370566	0.9802371541501976	1.0
NJ280ID	0.736986301369863	1.0
1537431	0.5613010842368641	1.0
1213906	0.943900267141585	1.0
CP140WM	0.07318022576878162	1.0
1130163	0.7394843962008141	1.0
1294671	1.0	nan
1569348	0.5712121212121212	1.0
1002060	0.974025974025974	1.0
1225160	0.34668114564951813	1.0
1328707	0.8181818181818182	0.9931506849315068
HI713WB	0.8223221816137194	1.0
1150915	0.6873563218390805	1.0
1170978	0.7405313736574336	1.0
1255682	0.754601226993865	0.9542168674698795
564447	0.6186261304598807	1.0
1126979	0.9103092783505154	1.0
1307899	0.9325842696629213	1.0
1080326	0.6660467999380133	1.0
765488	0.9076212471131639	0.45054945054945056
1027472	0.5690284879474069	1.0
1164303	0.980084884100555	1.0
JK130XR	0.875531914893617	1.0
662410	0.9271255060728745	0.8963414634146342
AC363GY	0.5076151227378606	1.0
QG620BT	0.8896408120770432	1.0
1334243	0.5294117647058824	0.9744897959183674
JS253NF	0.8403781979977754	1.0
1439160	nan	nan
733021	0.8571428571428571	1.0
411896	0.8024357239512855	1.0
1495049	0.7222222222222222	1.0
1560782	0.6947890818858561	1.0
1523880	0.8119623105284719	1.0
1126438	0.8929001203369434	1.0
SP157RF	0.9710205795884083	1.0
555220	0.8533834586466166	1.0
BJ540PT	0.8478335039235756	1.0
1515656	1.0	1.0
639010	0.3856103476151981	1.0
1380734	0.8982742960944596	1.0
391378	0.8894736842105263	1.0
1382086	0.559322033898305	1.0
1531633	0.748995983935743	0.9794871794871794
NQ003SV	0.8645833333333334	1.0
1207041	0.8473282442748091	1.0
1565499	0.8225433526011561	1.0
JB320SW	0.873211091234347	1.0
1403756	0.6363636363636364	1.0
919141	0.9175108538350217	1.0
1550259	0.9017456359102244	1.0
106743	0.7212020033388982	1.0
.dropbox	nan	nan
1177977	0.9470864032150034	1.0
39468	0.9157608695652174	1.0
1199841	0.6784810126582278	1.0
913164	0.955637707948244	1.0
1178484	0.14648212226066898	1.0
1148714	0.3635437881873727	1.0
1479464	0.5283018867924528	1.0
1553904	0.8914757791963951	1.0
630742	0.5714285714285714	0.9705882352941176
1401811	0.9866939611054247	1.0
1433908	0.524733268671193	1.0
1157796	0.12847682119205298	1.0
1229114	0.5048265999284948	1.0
XU620RL	0.9266365688487584	1.0
1407619	0.8199764289923395	1.0
1409046	0.9136690647482014	1.0
1056017	0.24450261780104712	1.0
1230637	0.5460992907801419	1.0
38880	0.941908713692946	1.0
1061128	0.8775308641975309	1.0
CL263NI	0.7386276021588281	1.0
1186533	0.8408668730650155	1.0
619634	0.0202416918429003	1.0
